arxiv,date,cites,title,authors,flags,sources,doi,abstract_400
1307.8033,2013-07-30,,Duality properties of strong isoperimetric inequalities on a planar graph and combinatorial curvatures,Byung-Geun Oh,higuchi,arxiv:higuchi_all,,"This paper is about hyperbolic properties on planar graphs. First, we study the relations among various kinds of strong isoperimetric inequalities on planar graphs and their duals. In particular, we show that a planar graph satisfies a strong isoperimetric inequality if and only if its dual has the same property, if the graph satisfies some minor regularity conditions and we choose an appropriate "
,2013-07-24,3,Thermodynamics of the Apparent Horizon in FRW Universe with Massive Gravity,"Li, Hui; Zhang, Yi",,inspire:citing_1206.3852,10.1088/0253-6102/60/1/05,"Applying Clausius relation with energy-supply defined by the unified first law of thermodynamics formalism to the apparent horizon of a massive gravity model in cosmology proposed lately, the corrected entropic formula of the apparent horizon is obtained with the help of the modified Friedmann equations. This entropy-area relation, together with the identified Misner-Sharp internal energy, verifie"
1306.4740,2013-06-19,39,Generalized massive gravity in arbitrary dimensions and its Hamiltonian formulation,"Huang, Qing-Guo; Zhang, Ke-Chao; Zhou, Shuang-Yong",ghost,inspire:citing_1206.3852,10.1088/1475-7516/2013/08/050,"We extend the four-dimensional de Rham-Gabadadze-Tolley(dRGT) massive gravity model to a general scalar massive-tensortheory in arbitrary dimensions, coupling a dRGT massive graviton tomultiple scalars and allowing for generic kinetic and mass matrixmixing between the massive graviton and the scalars, and derive itsHamiltonian formulation and associated constraint system. Whenpassing to the Hamilt"
1306.4426,2013-06-19,,Accelerating cosmology in modified gravity: from convenient $F(R)$ or string-inspired theory to bimetric $F(R)$ gravity,Shin'Ichi Nojiri; Sergei D. Odintsov,"bimetric,scalar-coupled,ghost",arxiv:bimetric_recent,,"We consider modified gravity which may describe the early-time inflation and/or late-time cosmic acceleration of the universe. In particular, we discuss the properties of $F(R)$, $F(G)$, string-inspired and scalar-Einstein-Gauss-Bonnet gravities, including their FRW equations and fluid or scalar-tensor description. Simplest accelerating cosmologies are investigated and possibility of unified descr"
1306.1086,2013-06-05,,Strong lensing constraints on bimetric massive gravity,Jonas Enander; Edvard Mortsell,bimetric,arxiv:bimetric_recent,,"We derive dynamical and gravitational lensing properties of local sources in the Hassan-Rosen bimetric gravity theory. Observations of elliptical galaxies rule out values of the effective length-scale of the theory, in units of the Hubble radius, in the interval 10^-6 < lambda_g/r_H < 10^-3, unless the proportionality constant between the metrics at the background level is far from unity, in which"
1306.0908,2013-06-04,46,Partially massless gravitons do not destroy general relativity black holes,"Brito, Richard; Cardoso, Vitor; Pani, Paolo",bimetric,arxiv:bimetric_recent;inspire:citing_1308.1647,10.1103/PhysRevD.87.124024,Recent nonlinear completions of Fierz-Pauli theory for a massive spin-2 field include nonlinear massive gravity and bimetric theories. The spectrum of black-hole solutions in these theories is rich and comprises the same vacuum solutions of Einstein’s gravity enlarged to include a cosmological constant. It was recently shown that Schwarzschild (de Sitter) black holes in these theories are generica
1306.0647,2013-06-03,42,No consistent bimetric gravity?,"Deser, S.; Sandora, M.; Waldron, A.",bimetric,inspire:citing_1308.1647;inspire:ft_higuchi_varying,10.1103/PhysRevD.88.081501,"Consistency of bimetric gravity relies on its having a gauge invariant, partially massless, limit. However, just as for single metric massive gravity, we argue that no such limit exists."
1306.0004,2013-05-31,122,Bimetric gravity doubly coupled to matter: theory and cosmological implications,"Akrami, Yashar; Koivisto, Tomi S.; Mota, David F.; Sandstad, Marit","bimetric,ghost",inspire:ft_higuchi_varying,10.1088/1475-7516/2013/10/046,"A ghost-free theory of gravity with two dynamical metrics both coupled to matter is shown to be consistent and viable. Its cosmological implications are studied, and the models, in particular in the context of partially massless gravity, are found to explain the cosmic acceleration without resorting to dark energy."
1305.6346,2013-05-27,11,Bouncing cosmologies in massive gravity on de Sitter,"Langlois, David; Naruko, Atsushi",,inspire:citing_1206.3852,10.1088/0264-9381/30/20/205012,"In the framework of massive gravity with a de Sitter reference metric, we study homogeneous and isotropic solutions with positive spatial curvature. Remarkably, we find that bounces can occur when cosmological matter satisfies the strong energy condition, in contrast to what happens in classical general relativity. This is due to the presence in the Friedmann equations of additional terms, which d"
1305.4950,2013-05-21,50,Stability of the Self-accelerating Universe in Massive Gravity,"Khosravi, Nima; Niz, Gustavo; Koyama, Kazuya; Tasinato, Gianmassimo",,inspire:citing_1206.3852,10.1088/1475-7516/2013/08/044,"We study linear perturbations around time dependentspherically symmetric solutions in the Λ3 massive gravitytheory, which self-accelerate in the vacuum. We find that thedynamics of the scalar perturbations depend on the choice of thefiducial metric for the background solutions. For particular choiceof fiducial metric there is a symmetry enhancement, leaving nopropagating scalar degrees of freedom "
1305.4404,2013-05-19,,Semilinear Hyperbolic Equations in Curved Spacetime,Karen Yagdjian,higuchi,arxiv:higuchi_all,,"This is a survey of the author's recent work rather than a broad survey of the literature. The survey is concerned with the global in time solutions of the Cauchy problem for matter waves propagating in the curved spacetimes, which can be, in particular, modeled by cosmological models. We examine the global in time solutions of some class of semililear hyperbolic equations, such as the Klein-Gordo"
,2013-05-16,0,Modified and condensed gravity,"Berkhahn, Felix",ghost,inspire:ft_genhiguchi,,"This doctoral thesis deals with both infrared modifications of gravity and with the recently proposed microscopic picture of black holes. The former subject, i.e. infrared modifications of gravity, denotes a class of theories that typically weaken Einsteins theory of gravity at very large (usually cosmological) distance scales while preserving its successes at smaller distances (in particular with"
1305.2916,2013-05-13,32,Self-accelerating Massive Gravity: How Zweibeins Walk through Determinant Singularities,"Gratia, Pierre; Hu, Wayne; Wyman, Mark",,inspire:citing_1206.3852,10.1088/0264-9381/30/18/184007,The theory of massive gravity possesses ambiguities when the spacetime metric evolves far from the non-dynamical fiducial metric used to define it. We explicitly construct a spherically symmetric example case where the metric evolves to a coordinate-independent determinant singularity which does not exist in the initial conditions. Both the metric and the vierbein formulation of the theory are ill
1304.7240,2013-04-26,483,An introduction to the Vainshtein mechanism,"Babichev, Eugeny; Deffayet, Cédric",ghost,inspire:citing_1206.3852,10.1088/0264-9381/30/18/184001,"We introduce the Vainshtein mechanism which plays a crucial role in massive gravities, as well as in related theories such as Galileons and their extensions. This mechanism, also known as k-mouflage, allows to hide via nonlinear effects—typically for source distances smaller than a so-called Vainshtein radius which depends on the source and on the theory considered—some degrees of freedom whose ef"
1304.5095,2013-04-18,50,Quasidilaton nonlinear massive gravity: Investigations of background cosmological dynamics,"Gannouji, Radouane; Hossain, Md. Wali; Sami, M.; Saridakis, Emmanuel N.",varying,inspire:citing_1206.3852,10.1103/PhysRevD.87.123536,"We investigate cosmological behavior in the quasidilaton nonlinear massive gravity. We perform a detailed dynamical analysis and examine the stable late-time solutions relevant to late-time cosmic acceleration. We demonstrate that a dark-energy-dominated, cosmological-constant-like solution is a late attractor of the dynamics. We also analyze the evolution of the universe at intermediate times, sh"
1304.4780,2013-04-17,8,Thermodynamics of the apparent horizon in massive cosmology,"Li, Hui; Zhang, Yi",,inspire:citing_1206.3852,,"Applying Clausius relation with energy-supply defined by the unified first law of thermodynamics formalism to the apparent horizon of a massive cosmological model proposed lately, the corrected entropic formula of the apparent horizon is obtained with the help of the modified Friedmann equations. This entropy-area relation, together with the identified internal energy, verifies the first law of th"
1304.0601,2013-04-02,63,Exact Solutions in Massive Gravity,"Tasinato, Gianmassimo; Koyama, Kazuya; Niz, Gustavo",,inspire:citing_1206.3852,10.1088/0264-9381/30/18/184002,"Massive gravity is a good theoretical framework to study the modifications of General Relativity. The theory offers a concrete set-up to study models of dark energy, since it admits cosmological self-accelerating solutions in the vacuum, in which the size of the acceleration depends on the graviton mass. Moreover, nonlinear gravitational self-interactions, in the proximity of a matter source, mana"
1304.0484,2013-04-01,101,On the cosmology of massive gravity,"De Felice, Antonio; Gümrükçüoğlu, A.Emir; Lin, Chunshan; Mukohyama, Shinji","higuchi,varying,ghost",arxiv:higuchi_all;arxiv:idlist_2;arxiv:mg_higuchi_cosmo;inspire:citing_1206.3852;inspire:ft_higuchi_varying,10.1088/0264-9381/30/18/184004,"We present a review of cosmological solutions in nonlinear massive gravity, focusing on the stability of perturbations. Although homogeneous and isotropic solutions have been found, these are now known to suffer from either the Higuchi ghost or a new nonlinear ghost instability. We discuss two approaches to alleviate this issue. By relaxing the symmetry of the background by e.g. breaking isotropy "
1304.0449,2013-04-01,91,Cosmological Perturbations in Extended Massive Gravity,"Gümrükçüoğlu, A.Emir; Hinterbichler, Kurt; Lin, Chunshan; Mukohyama, Shinji",varying,inspire:citing_1206.3852,10.1103/PhysRevD.88.024023,"We study cosmological perturbations around self-accelerating solutions to two extensions of nonlinear massive gravity: the quasi-dilaton theory and the mass-varying theory. We examine stability of the cosmological solutions, and the extent to which the vanishing of the kinetic terms for scalar and vector perturbations of self-accelerating solutions in massive gravity is generic when the theory is "
1304.0238,2013-03-31,119,Self-accelerating cosmologies and hairy black holes in ghost-free bigravity and massive gravity,"Volkov, Mikhail S.","bimetric,ghost",arxiv:bimetric_recent;inspire:citing_1206.3852;inspire:ft_higuchi_varying,10.1088/0264-9381/30/18/184009,"We present a survey of the known cosmological and black hole solutions in ghost-free bigravity and massive gravity theories. These can be divided into three classes. First, there are solutions with proportional metrics, which are the same as in General Relativity with a cosmological term, which can be positive, negative or zero. Secondly, for spherically symmetric systems, there are solutions with"
1303.4154,2013-03-18,132,Nonlinear stability of cosmological solutions in massive gravity,"De Felice, Antonio; Gümrükçüoğlu, A.Emir; Lin, Chunshan; Mukohyama, Shinji",ghost,inspire:citing_1206.3852;inspire:ft_higuchi_varying,10.1088/1475-7516/2013/05/035,"We investigate nonlinear stability of two classes of cosmologicalsolutions in massive gravity: isotropic Friedmann-Lemaître-Robertson-Walker (FLRW) solutions and anisotropic FLRWsolutions. For this purpose we construct the linear cosmologicalperturbation theory around axisymmetric Bianchi type-I backgrounds. Wethen expand the background around the two classes of solutions, whichare fixed points of"
1303.2843,2013-03-12,24,Curvature perturbations of quasidilaton nonlinear massive gravity,"Haghani, Zahra; Sepangi, Hamid Reza; Shahidi, Shahab","varying,scalar-coupled",inspire:citing_1206.3852,10.1103/PhysRevD.87.124014,"We study the cosmological perturbations of the recently proposed extension of nonlinear massive gravity with a scalar field. The added scalar field ensures a new symmetry on the field space of the theory. The theory has the property of having a flat de Sitter solution, in contrast to the standard de Rham, Gabadadze and Tolley massive gravity. The tensor part is the same as that of the standard de "
1303.0194,2013-02-28,,Statefinder hierarchy of bimetric and galileon models for concordance cosmology,R. Myrzakulov; M. Shahalam,bimetric,arxiv:bimetric_recent,,"In this paper, we use Statefinder hierarchy method to distinguish between bimetric theory of massive gravity, galileon modified gravity and DGP models applied to late time expansion of the universe. We also carry out comparison between bimetric and DGP models using Statefinder pairs {r, s} and {r, q}. We show that statefinder diagnostic can differentiate between ΛCDM and above mentioned cosmologic"
1302.6407,2013-02-26,34,Oscillating universe in massive gravity,"Zhang, Kaituo; Wu, Puxun; Yu, Hongwei",ghost,inspire:citing_1206.3852,10.1103/PhysRevD.87.063513,"Massive gravity is a modified theory of general relativity. In this paper, we study, using a method in which the scale factor changes as a particle in a “potential,” all possible cosmic evolutions in a ghost-free massive gravity. We find that there exists, in certain circumstances, an oscillating universe or a bouncing one. If the universe starts at the oscillating region, it may undergo a number "
1302.6198,2013-02-25,,Anisotropic universes in the ghost-free bigravity,Kei-ichi Maeda; Mikhail S. Volkov,"bimetric,ghost",arxiv:bimetric_recent,,"We study Bianchi cosmologies in the ghost-free bigravity theory assuming both metrics to be homogeneous and anisotropic, of the Bianchi class A, which includes types I,II,VI$_0$,VII$_0$,VIII, and IX. We assume the universe to contain a radiation and a non-relativistic matter, with the cosmological term mimicked by the graviton mass. We find that, for generic initial values leading to a late-time s"
1302.5268,2013-02-21,,Cosmological constraints on ghost-free bigravity: background dynamics and late-time acceleration,Yashar Akrami; Tomi S. Koivisto; Marit Sandstad,"bimetric,ghost",arxiv:bimetric_recent,,"The recent discovery of a ghost-free, non-linear extension of the Fierz-Pauli theory of massive gravity, and its bigravity formulation, introduced new possibilities of interpreting cosmological observations, in particular, the apparent late-time accelerated expansion of the Universe. Here we discuss such possibilities by studying the background cosmology of the model and comparing its predictions "
1302.2687,2013-02-12,,Massive gravity as a limit of bimetric gravity,Prado Martin-Moruno; Valentina Baccetti; Matt Visser,bimetric,arxiv:bimetric_recent,,"Massive gravity may be viewed as a suitable limit of bimetric gravity. The limiting procedure can lead to an interesting interplay between the ""background"" and ""foreground"" metrics in a cosmological context. The fact that in bimetric theories one always has two sets of metric equations of motion continues to have an effect even in the massive gravity limit. Thus, solutions of bimetric gravity in t"
1302.0025,2013-02,107,Evidence for and obstructions to nonlinear partially massless gravity,"de Rham, Claudia; Hinterbichler, Kurt; Rosen, Rachel A.; Tolley, Andrew J.",ghost,inspire:citing_1206.3852;inspire:citing_1308.1647,10.1103/PhysRevD.88.024003,"Nonlinear partially massless (PM) gravity, if it exists, is a theory of massive gravity in which the graviton has four propagating degrees of freedom. In PM gravity, a scalar gauge symmetry removes one of the five modes of the massive graviton. This symmetry ties the value of the cosmological constant to the mass of the graviton, which in turn can be kept small in a technically natural way. Thus, "
1301.4993,2013-01-21,,Cosmologies of extended massive gravity,Kurt Hinterbichler; James Stokes; Mark Trodden,scalar-coupled,arxiv:idlist_status,,"We study the background cosmology of two extensions of dRGT massive gravity. The first is variable mass massive gravity, where the fixed graviton mass of dRGT is replaced by the expectation value of a scalar field. We ask whether self-inflation can be driven by the self-accelerated branch of this theory, and we find that, while such solutions can exist for a short period, they cannot be sustained "
1301.2334,2013-01,11,Is there vacuum when there is mass? Vacuum and non-vacuum solutions for massive gravity,"Martin-Moruno, Prado; Visser, Matt",,inspire:citing_1206.3852,10.1088/0264-9381/30/15/155021,"Massive gravity is a theory which has a tremendous amount of freedom to describe different cosmologies; but at the same time the various solutions one encounters must fulfill some rather nontrivial constraints. Most of the freedom comes not from the Lagrangian, which contains only a small number of free parameters (typically 3 depending on counting conventions), but from the fact that one is in pr"
1301.4326,2013-01,32,Dynamical analysis of the cosmology of mass-varying massive gravity,"Wu, De-Jun; Piao, Yun-Song; Cai, Yi-Fu","varying,scalar-coupled",arxiv:idlist_2;inspire:citing_1206.3852,10.1016/j.physletb.2013.02.055,"We study cosmological evolutions of the generalized model of nonlinear massive gravity in which the graviton mass is given by a rolling scalar field and is varying along time. By performing dynamical analysis, we derive the critical points of this system and study their stabilities. These critical points can be classified into two categories depending on whether they are identical with the traditi"
1301.7419,2013-01,109,Cosmological behavior in extended nonlinear massive gravity,"Leon, Genly; Saavedra, Joel; Saridakis, Emmanuel N.","varying,scalar-coupled",arxiv:idlist_2;inspire:citing_1206.3852;inspire:ft_higuchi_varying,10.1088/0264-9381/30/13/135001,"We perform a detailed dynamical analysis of various cosmological scenarios in extended (varying-mass) nonlinear massive gravity. Due to the enhanced freedom in choosing the involved free functions, this cosmological paradigm allows for a huge variety of solutions that can attract the universe at late times, comparing to scalar-field cosmology or usual nonlinear massive gravity. Amongst others, it "
1212.2079,2012-12-10,,Variety of cosmic acceleration models from massive $F(R)$ bigravity,Shin'ichi Nojiri; Sergei D. Odintsov; Norihito Shirai,"bimetric,scalar-coupled",arxiv:bimetric_recent,,"We study the accelerating cosmology in massive $F(R)$ bigravity via the reconstruction scheme. The consistent solution of the FRW equations is presented: it includes Big and Little Rip, quintessence, de Sitter and decelerating universes described by the physical $g$ metric while the corresponding solution of the universe described by the reference $f$ metric is also found. It is demonstrated that "
1212.2691,2012-12,10,Vacua and instantons of ghost-free massive gravity,"Park, Minjoon; Sorbo, Lorenzo","bimetric,ghost",inspire:citing_1206.3852,10.1103/PhysRevD.87.024041,"Recently discovered models of ghost-free massive gravity and bigravity are characterized by a nontrivial potential that gives rise to a rich vacuum structure. We review maximally symmetric vacua of the de Rham-Gabadadze-Tolley (dRGT) massive gravity and of the Hassan-Rosen (HR) bigravity and discuss their perturbative stability. In particular, we discuss perturbations about self-accelerating vacua"
1211.1562,2012-11-07,,Bardeen variables and hidden gauge symmetries in linearized massive gravity,Maud Jaccard; Michele Maggiore; Ermis Mitsou,higuchi,arxiv:higuchi_all,,"We give a detailed discussion of the use of the (3+1) decomposition and of Bardeen's variables in massive gravity linearized over a Minkowski as well as over a de Sitter background. In Minkowski space the Bardeen ""potential"" Φ, that in the massless case is a non-radiative degree of freedom, becomes radiative and describes the helicity-0 component of the massive graviton. Its dynamics is governed b"
1211.0214,2012-11-01,,"Bounces, turnarounds and singularities in bimetric gravity",Salvatore Capozziello; Prado Martin-Moruno,bimetric,arxiv:bimetric_recent,,"In this letter, we consider cosmological solutions of bimetric theory without assuming that only one metric is coupled to gravity. We conclude that any cosmology can be described by fixing the matter content of the space that we are not inhabiting. On the other hand, we show that some conclusions can still be extracted independently of the matter content filling both spaces. In particular, we can "
1211.5976,2012-11,31,On Cosmic No-hair in Bimetric Gravity and the Higuchi Bound,"Sakakihara, Yuki; Soda, Jiro; Takahashi, Tomohiro","higuchi,bimetric",arxiv:bimetric_higuchi;arxiv:bimetric_recent;arxiv:higuchi_all;arxiv:idlist_2;arxiv:mg_higuchi_cosmo;inspire:abs_higuchi_bimetric;inspire:citing_1206.3852;inspire:ft_genhiguchi,10.1093/ptep/ptt004,"We study the cosmic no-hair in the presence of spin-2 matter, i.e. in bimetric gravity. We obtain stable de Sitter solutions with the cosmological constant in the physical sector and find evidence that the cosmic no-hair is correct. In the presence of the other cosmological constant, there are two branches of de Sitter solutions. Under homogeneous anisotropic perturbations, one of them is always s"
1211.0563,2012-11,103,Charged black holes in nonlinear massive gravity,"Cai, Yi-Fu; Easson, Damien A.; Gao, Caixia; Saridakis, Emmanuel N.",,inspire:citing_1206.3852,10.1103/PhysRevD.87.064001,"We find static charged black hole solutions in nonlinear massive gravity. In the parameter space of two gravitational potential parameters (α,β) we show that below the Compton wavelength the black hole solutions reduce to that of Reissner-Nordström via the Vainshtein mechanism in the weak-field limit. In the simplest case with α=β=0 the solution exhibits the van Dam-Veltman-Zakharov discontinuity "
1211.5912,2012-11,84,Generating functions of (partially-)massless higher-spin cubic interactions,"Joung, Euihun; Lopez, Luca; Taronna, Massimo",,inspire:citing_1206.3852,10.1007/JHEP01(2013)168,Generating functions encoding cubic interactions of (partially-)massless higher-spin fields are provided within the ambient-space formalism. They satisfy a system of higher-order partial differential equations that can be explicitly solved due to their factorized form. We find that the number of consistent couplings increases whenever the squares of the field masses take some integer values (in un
1210.3627,2012-10,53,Vector instabilities and self-acceleration in the decoupling limit of massive gravity,"Tasinato, Gianmassimo; Koyama, Kazuya; Niz, Gustavo",ghost,inspire:citing_1206.3852,10.1103/PhysRevD.87.064029,"We investigate in detail the vector contributions to the Lagrangian of Λ3 massive gravity in the decoupling limit, the less explored sector of this theory, with the main aim to study the stability of maximally symmetric self-accelerating solutions. Around self-accelerating configurations, vector degrees of freedom become strongly coupled since their kinetic terms vanish; their dynamics is controll"
1210.5396,2012-10,10,Observational constraints on massive gravity,"Gong, Yungui",ghost,inspire:citing_1206.3852,,The ghost free massive gravity modified Friedmann equations at cosmic scale and provided an explanation of cosmic acceleration without dark energy. We analyzed the cosmological solutions of the massive gravity in detail and confronted the cosmological model with current observational data. We found that the model parameters $\alpha_3$ and $\alpha_4$ which are the coefficients of the third and four
1210.6224,2012-10,30,Hawking-Moss instanton in nonlinear massive gravity,"Zhang, Ying-li; Saito, Ryo; Sasaki, Misao",scalar-coupled,inspire:citing_1206.3852,10.1088/1475-7516/2013/02/029,"As a first step toward understanding a lanscape of vacua in a theory of non-linear massive gravity, we consider a landscape of a single scalar field and study tunneling between a pair of adjacent vacua. We study the Hawking-Moss (HM) instanton that sits at a local maximum of the potential, and evaluate the dependence of the tunneling rate on the parameters of the theory. It is found that provided "
1210.6318,2012-10,19,Braneworld solutions from scalar field in bimetric theory,"Bazeia, D.; Brito, F.A.; Costa, F.G.","bimetric,scalar-coupled",inspire:t_bimetric_scalar,10.1103/PhysRevD.87.065007,"We investigate the presence of braneworld solutions in a bimetric theory, with gravity and the scalar field coupling differently. We consider a nonstandard model, with a Cuscuton-like scalar field, and we show how to generate braneworld solutions in this new scenario. In particular, we found no gravitational instabilities for the braneworld solutions."
1209.0457,2012-09,205,Accelerated expansion from ghost-free bigravity: a statistical analysis with improved generality,"Akrami, Yashar; Koivisto, Tomi S.; Sandstad, Marit","bimetric,ghost",arxiv:bimetric_recent;inspire:citing_1206.3852,10.1007/JHEP03(2013)099,"We study the background cosmology of the ghost-free, bimetric theory of gravity. We perform an extensive statistical analysis of the model using both frequentist and Bayesian frameworks and employ the constraints on the expansion history of the Universe from the observations of supernovae, the cosmic microwave background and the large scale structure to estimate the model’s parameters and test the"
1209.3612,2012-09,34,Note About Hamiltonian Formalism for General Non-Linear Massive Gravity Action in Stuckelberg Formalism,"Kluson, Josef",ghost,inspire:citing_1206.3852;inspire:ft_higuchi_varying,10.1142/S0217751X13501601,"In this paper, we try to prove the absence of the ghosts in case of the general non- linear massive gravity action in St ̈uckelberg formalism. W e argue that in order to find the explicit form of the Hamiltonian it is natural to start wi th the general nonlinear massive gravity action [S. F. Hassan and R. A. Rosen, Phys. Rev. Lett. 108 , 041101 (2012), arXiv:1106.3344 [hep-th]]. We perform the com"
1208.1797,2012-08-08,98,On Partially Massless Bimetric Gravity,"Hassan, S.F.; Schmidt-May, Angnis; von Strauss, Mikael","higuchi,bimetric,ghost",arxiv:bimetric_higuchi;arxiv:bimetric_recent;arxiv:higuchi_all;arxiv:idlist_2;inspire:citing_1206.3852,10.1016/j.physletb.2013.09.021,"We extend the notion of the Higuchi bound and partial masslessness to ghost-free nonlinear bimetric theories. This can be achieved in a simple way by first considering linear massive spin-2 perturbations around maximally symmetric background solutions, for which the linear gauge symmetry at the Higuchi bound is easily identified. Then, requiring consistency between an appropriate subset of these t"
1208.1764,2012-08,19,Instability of certain bimetric and massive-gravity theories,"Kuhnel, Florian",bimetric,inspire:citing_1206.3852,10.1103/PhysRevD.88.064024,"Stability about cosmological background solutions to the bimetric Hassan-Rosen theory is studied. The results of this analysis are presented, and it is shown that a large class of cosmological backgrounds is classically unstable. This sets serious doubts on the physical viability of the Hassan-Rosen theory—and in turn also of the de Rham-Gadabaze-Tolley model. A way to overcome this instability by"
1208.3019,2012-08,28,Self-accelerating Solutions in Massive Gravity on Isotropic Reference Metric,"Motohashi, Hayato; Suyama, Teruaki",ghost,inspire:citing_1206.3852,10.1103/PhysRevD.86.081502,"Within the framework of the recently proposed ghost-free massive gravity, a cosmological constant-type self-accelerating solution has been obtained for Minkowski and de Sitter reference metrics. We ease the assumption on the reference metric and find the self-accelerating solution for the reference metric respecting only isotropy, thus considerably extending the range of known solutions."
1208.4163,2012-08,60,"Fab 5: Noncanonical Kinetic Gravity, Self Tuning, and Cosmic Acceleration","Appleby, Stephen A.; De Felice, Antonio; Linder, Eric V.",scalar-coupled,inspire:citing_1206.3852,10.1088/1475-7516/2012/10/060,"We investigate circumstances under which one can generalize Horndeski's most general scalar-tensor theory of gravity. Specifically we demonstrate that a nonlinear combination of purely kinetic gravity terms can give rise to an accelerating universe without the addition of extra propagating degrees of freedom on cosmological backgrounds, and exhibit self tuning to bring a large cosmological constan"
1208.5975,2012-08,77,Gravitational wave signal from massive gravity,"Gumrukcuoglu, A.Emir; Kuroyanagi, Sachiko; Lin, Chunshan; Mukohyama, Shinji",varying,inspire:citing_1206.3852,10.1088/0264-9381/29/23/235026,"We discuss the detectability of gravitational waves with a time dependent mass contribution, by means of the stochastic gravitational wave observations. Such a mass term typically arises in the cosmological solutions of massive gravity theories. We conduct the analysis based on a general quadratic action, and thus the results apply universally to any massive gravity theories in which modification "
1207.5106,2012-07-21,,Ghost-free $F(R)$ bigravity and accelerating cosmology,Shin'ichi Nojiri; Sergei D. Odintsov,"bimetric,scalar-coupled,ghost",arxiv:bimetric_recent,,We propose a bigravity analogue of the $F(R)$ gravity. Our construction is based on recent ghost-free massive bigravity where additional scalar fields are added and the corresponding conformal transformation is implemented. It turns out that $F(R)$ bigravity is easier to formulate in terms of the auxiliary scalars as the explicit presentation in terms of $F(R)$ is quite cumbersome. The consistent 
1207.1800,2012-07,62,Phantom crossing and quintessence limit in extended nonlinear massive gravity,"Saridakis, Emmanuel N.","varying,scalar-coupled",inspire:citing_1206.3852;inspire:ft_genhiguchi;inspire:ft_higuchi_varying,10.1088/0264-9381/30/7/075003,"We investigate the cosmological evolution in a universe governed by the extended, varying-mass, nonlinear massive gravity, in which the graviton mass is promoted to a scalar field. We find that the dynamics, both in flat and open universe, can lead the varying graviton mass to zero at late times, offering a natural explanation for its hugely constrained observed value. Despite the limit of the sce"
1207.2726,2012-07,28,Cosmology in massive gravity,"Gong, Yungui",,inspire:citing_1206.3852,10.1088/0253-6102/59/3/13,We argue that more cosmological solutions in massive gravity can be obtained if the metric tensor and the tensor Σ(μ)(ν) defined by Stückelberg fields take the homogeneous and isotropic form. The standard cosmology with matter and radiation dominations in the past can be recovered and ΛCDM model is easily obtained. The dynamical evolution of the universe is modified at very early times.
1207.3723,2012-07,93,Exact self-accelerating cosmologies in the ghost-free massive gravity -- the detailed derivation,"Volkov, Mikhail S.",ghost,inspire:citing_1206.3852,10.1103/PhysRevD.86.104022,"We present the detailed derivation of the recently announced most general cosmological solution with homogeneous and isotropic metric in the ghost-free massive gravity theory. We use the standard parametrization of the theory in terms of the matrix square root, and then show how the same results are recovered within the tetrad formulation. The solution obtained includes the matter source, it exist"
1207.3786,2012-07,112,Bounce and cyclic cosmology in extended nonlinear massive gravity,"Cai, Yi-Fu; Gao, Caixia; Saridakis, Emmanuel N.",,inspire:citing_1206.3852;inspire:ft_genhiguchi;inspire:ft_higuchi_varying,10.1088/1475-7516/2012/10/048,"We investigate non-singular bounce and cyclic cosmological evolutions in a universe governed by the extended nonlinear massive gravity, in which the graviton mass is promoted to a scalar-field potential. The extra freedom of the theory can lead to certain energy conditions violations and drive cyclicity with two different mechanisms: either with a suitably chosen scalar-field potential under a giv"
1206.5678,2012-06-25,,Mass-Varying Massive Gravity,Qing-Guo Huang; Yun-Song Piao; Shuang-Yong Zhou,"varying,scalar-coupled,ghost",arxiv:idlist_status,,It has recently been shown that the graviton can consistently gain a constant mass without introducing the Boulware-Deser ghost. We propose a gravity model where the graviton mass is set by a scalar field and prove that this model is free of the Boulware-Deser ghost by analyzing its constraint system and showing that two constraints arise. We also initiate the study of the model's cosmic backgroun
1206.4720,2012-06-20,,Gordon and Kerr-Schild ansatze in massive and bimetric gravity,Valentina Baccetti; Prado Martin-Moruno; Matt Visser,"bimetric,ghost",arxiv:bimetric_recent,,"We develop the ""generalized Gordon ansatz"" for the ghost-free versions of both massive and bimetric gravity, an ansatz which is general enough to include almost all spacetimes commonly considered to be physically interesting, and restricted enough to greatly simplify calculations. The ansatz allows explicit calculation of the matrix square root gamma = sqrt{g^{-1} f} appearing as a central feature"
1206.4253,2012-06-19,,Quasi-Dilaton: Theory and Cosmology,Guido D'Amico; Gregory Gabadadze; Lam Hui; David Pirtskhalava,varying,arxiv:idlist_2,,"General Relativity (GR), with or without matter fields, admits a natural extension to a scale invariant theory that requires a dilaton. Here we show that the recently formulated massive GR, minimally coupled to matter, possesses a new global symmetry related to scaling of the reference coordinates w.r.t. the physical ones. The field enforcing this symmetry, dubbed here quasi-dilaton, coincides wit"
1206.3814,2012-06-18,,Null Energy Condition violations in bimetric gravity,Valentina Baccetti; Prado Martin-Moruno; Matt Visser,"bimetric,ghost",arxiv:bimetric_recent,,"We consider the effective stress-energy tensors for the foreground and background sectors in ghost-free bimetric gravity. By considering the symmetries of the theory, we show that the foreground and background null energy conditions (NECs) are strongly anti-correlated. In particular, the NECs can only be simultaneously fulfilled when they saturate, corresponding to foreground and background cosmol"
